Domain;IP;Port;Time Expired;Correct CN;Signature Algorithm;Public Key Algorithm;Public Key Size;Subject CN;Subject C;Subject ST;Subject L;Subject O;Subject OU;Subject Email;Valid not after;Valid not before;Serial Number;Version;Issuer ST;Issuer C;Issuer L;Issuer O;Issuer OU;Issuer CN;
www.adscale.de;62.138.114.33;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.adscale.de;DE;Bayern;Munich;adscale GmbH;None;None;May 12 12:00:00 2014 GMT;Mar  9 00:00:00 2012 GMT;12009117226865076217040240421011374559;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.adserverpub.com;91.191.153.10;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.adserverpub.com;None;None;None;None;GT64008328;None;Nov 13 15:35:42 2013 GMT;Aug 11 19:51:06 2012 GMT;508747;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.ads-id.com;141.101.127.123;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;ssl2739.cloudflare.com;US;CA;San Francisco;CloudFlare, Inc.;None;None;Nov 27 20:54:43 2017 GMT;Sep 26 22:18:47 2013 GMT;1492475608209897439818434744392960909067148;2;None;BE;None;GlobalSign nv-sa;None;GlobalSign Organization Validation CA - G2;
www.adultadworld.com;69.65.46.26;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.adultfriendfinder.com;208.88.180.72;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;secure.adultfriendfinder.com;US;California;Sunnyvale;Various, Inc.;operations;None;Mar 31 23:59:59 2014 GMT;Feb 14 00:00:00 2012 GMT;97509131382569317949720825490973666079;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL SGC CA;
www.adv-adserver.com;67.192.42.28;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.advego.ru;95.163.127.68;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;advego.ru;None;None;None;None;Go to https://www.thawte.com/repository/index.html;None;Oct  9 23:59:59 2014 GMT;Oct  9 00:00:00 2013 GMT;66086978880966665175450046806543242572;2;None;US;None;Thawte, Inc.;Domain Validated SSL;Thawte DV SSL CA;
www.advfn.com;213.86.246.10;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.advfn.com;GB;;London;ADVFN Plc;Systems Team;None;Jan  6 19:49:55 2014 GMT;Oct  4 23:20:11 2011 GMT;60544;2;None;US;None;GeoTrust, Inc.;None;GeoTrust SSL CA;
www.aeriagames.com;23.48.228.82;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.aeriagames.com;None;None;None;None;Domain Control Validated;None;Oct 14 23:59:59 2014 GMT;Sep  3 00:00:00 2013 GMT;12795843796360666704866093129439938672;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO SSL CA 2;
www.affiliatewindow.com;194.116.167.56;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.affiliatewindow.com;None;None;None;None;GT00894024;None;Jul  3 04:53:20 2014 GMT;May  1 12:08:33 2013 GMT;432005;2;None;US;None;GeoTrust Inc.;Domain Validated SSL;GeoTrust DV SSL CA;
www.affili.net;195.189.236.35;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.affili.net;DE;Bayern;M√ºnchen;affilinet GmbH;None;None;Nov  7 00:54:51 2016 GMT;Aug  6 06:35:55 2012 GMT;104209;2;None;US;None;GeoTrust, Inc.;None;GeoTrust SSL CA;
www.aftenposten.no;80.91.37.212;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.aftenposten.no;None;None;None;None;Domain Control Validated;None;Aug 21 17:05:41 2015 GMT;Sep 12 06:24:14 2013 GMT;11111908244339089;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.aftonbladet.se;144.63.250.10;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.aftonbladet.se;SE;STOCKHOLM;Johanneshov;Aftonbladet Hierta AB;Aftonbladet Hierta AB;None;Apr  1 23:59:59 2014 GMT;Mar 26 00:00:00 2013 GMT;95980981350280434330121919501385553551;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL SGC CA;
www.agame.com;151.249.93.82;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;support4.cdnetworks.net;US;California;San Jose;CDNetworks Inc.;None;None;Apr  1 12:00:00 2015 GMT;Mar 27 00:00:00 2013 GMT;13138746512046829103582312027175911085;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.agoda.com;203.160.137.21;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.agoda.com;None;None;None;None;Domain Control Validated;None;Mar 12 13:34:54 2018 GMT;Mar 12 13:34:54 2013 GMT;2249646447936703;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.ahrefs.com;5.10.83.6;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.ahrefs.com;None;None;None;None;GT68582243;None;Nov 25 04:01:07 2014 GMT;Nov 22 06:52:16 2012 GMT;611098;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.aili.com;113.107.236.12;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;dynamic.12306.cn;CN;None;None;Sinorail Certification Authority;î¡çÔ[¢b7gR°N-_√;None;Jun  6 13:34:39 2014 GMT;Jan 22 13:34:39 2013 GMT;4474691858901235463;2;None;CN;None;Sinorail Certification Authority;None;SRCA;
www.airasia.com;23.45.167.69;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.airasia.com;MY;Kuala Lumpur;Kuala Lumpur;AirAsia Bhd;IT;None;Apr  4 14:15:48 2014 GMT;Apr  4 14:15:48 2013 GMT;40564819207326243156234500031666;2;None;None;None;Cybertrust Inc;None;Cybertrust Public SureServer SV CA;
www.airbnb.com;23.48.232.105;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.airbnb.com;None;None;None;None;Domain Control Validated;None;Jun 20 23:59:59 2014 GMT;Jun 20 00:00:00 2013 GMT;156818980973930837549415675647604491585;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO SSL CA 2;
www.airtel.com;125.21.240.54;443;FAIL;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;www.airtelmoney.in;IN;Haryana;Gurgaon;Bharti Airtel Ltd.;IT;None;Sep  7 23:59:59 2012 GMT;Jun 22 00:00:00 2012 GMT;87476340922150043560658049950328788781;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 International Server CA - G3;
www.airtel.in;125.19.135.93;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.airtel.in;IN;Haryana;Gurgaon;Bharti Airtel Ltd.;infofmation techology;None;Jun 10 23:59:59 2014 GMT;Jun  9 00:00:00 2013 GMT;134032110371359259382966328567269835573;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 International Server CA - G3;
www.aizhan.com;183.136.150.166;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;dynamic.12306.cn;CN;None;None;Sinorail Certification Authority;î¡çÔ[¢b7gR°N-_√;None;Jun  6 13:34:39 2014 GMT;Jan 22 13:34:39 2013 GMT;4474691858901235463;2;None;CN;None;Sinorail Certification Authority;None;SRCA;
www.alarabiya.net;69.172.201.144;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.alc.co.jp;121.50.58.152;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.alc.co.jp;JP;Tokyo;Suginami-ku;ALC PRESS INC.;SPACE ALC www;None;Sep 21 14:59:59 2014 GMT;Sep 12 05:28:37 2013 GMT;7101200377157931701;2;None;JP;None;SECOM Trust Systems CO.,LTD.;None;SECOM Passport for Web SR 2.0 CA;
www.alexa.com;50.16.209.14;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.alexa.com;None;None;None;None;GT52730922;None;Nov 25 21:48:30 2015 GMT;Sep 23 07:37:10 2013 GMT;928613;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.alfabank.ru;195.218.200.205;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;alfabank.ru;RU;RUSSIA;Moscow;OAO Alfa-Bank;None;None;May  4 23:59:59 2015 GMT;Apr 12 00:00:00 2013 GMT;91499270399677439120850321226315152868;2;None;US;None;Thawte, Inc.;None;Thawte SGC CA - G2;
www.alfavita.gr;109.203.113.78;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.alice.it;217.169.121.227;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.alimama.com;110.75.80.57;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.alimama.com;CN;Zhejiang;Hangzhou;Taobao(China) Software Co.Ltd;RDC;None;Jul  4 23:59:59 2014 GMT;Jul  4 00:00:00 2012 GMT;43825632984916280108600979119248926014;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 International Server CA - G3;
www.alipay.com;110.75.146.111;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.alipay.com;CN;Zhejiang;Hangzhou;Alipay.com Co.,Ltd;Operations Department;None;Dec 19 23:59:59 2013 GMT;Dec  4 00:00:00 2012 GMT;25713580914852421102596657315361912547;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 International Server CA - G3;
www.aliyun.com;42.120.158.67;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.aliyun.com;CN;Zhejiang;Hangzhou;Taobao(China) Software Co., Ltd;RDC;None;Apr  6 23:59:59 2014 GMT;Mar 30 00:00:00 2013 GMT;80502427444341373291211569427338476633;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.allabout.co.jp;202.222.92.201;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.all.biz;94.75.248.136;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.all-biz.info;UA;None;None;*.all-biz.info;GT22619846;None;Oct 12 10:18:34 2015 GMT;Oct 10 11:36:07 2010 GMT;1363843;2;None;US;None;Equifax;Equifax Secure Certificate Authority;None;
www.allmyvideos.net;188.164.249.147;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;allmyvideos.net;None;None;None;None;Domain Control Validated;None;Aug 26 17:14:29 2014 GMT;Aug 26 17:14:29 2013 GMT;1126421837251166;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.allocine.fr;81.20.66.34;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.allthingsd.com;192.0.65.216;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.allthingsd.com;None;None;None;*.allthingsd.com;Domain Control Validated;None;Jan 25 21:04:51 2014 GMT;Dec  3 23:50:22 2012 GMT;11277022723745167;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.almasryalyoum.com;190.93.243.102;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;ssl3995.cloudflare.com;US;CA;San Francisco;CloudFlare, Inc.;None;None;Jan 15 17:43:05 2018 GMT;Mar  6 11:01:09 2013 GMT;1492431991177306515791262813317030777370950;2;None;BE;None;GlobalSign nv-sa;None;GlobalSign Organization Validation CA - G2;
www.almubasher.com.sa;193.19.90.21;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.almubasher.com.sa;SA;Riyadh;Riyadh;Al Rajhi Banking and Investment Corporation;Network Department;None;Jun 13 23:59:59 2014 GMT;Mar 15 00:00:00 2011 GMT;62968408023651953986731654407435886163;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 International Server CA - G3;
www.alnilin.com;85.17.88.69;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.alotporn.com;184.164.145.42;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.alrakoba.net;141.101.113.114;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;ssl4011.cloudflare.com;US;CA;San Francisco;CloudFlare, Inc.;None;None;Jan 15 17:41:05 2018 GMT;Oct  1 01:37:09 2013 GMT;1492341398246561586522392223274554462077454;2;None;BE;None;GlobalSign nv-sa;None;GlobalSign Organization Validation CA - G2;
www.alriyadh.com;89.189.232.23;443;FAIL;OK;sha1WithRSAEncryption;rsaEncryption;1024;www.alriyadh.com;AU;Some-State;None;Internet Widgits Pty Ltd;None;None;Jan 13 14:21:10 2011 GMT;Jan 13 14:21:10 2010 GMT;14134598312203411417;0;Some-State;AU;None;Internet Widgits Pty Ltd;None;www.alriyadh.com;
www.alwafd.org;174.128.176.153;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.amazon.ca;205.251.242.58;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.amazon.ca;US;Washington;Seattle;Amazon.com Inc.;None;None;Jul 24 23:59:59 2014 GMT;Jul 23 00:00:00 2013 GMT;146270134203287276933833224574669354180;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.amazon.cn;203.81.17.130;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.amazon.cn;US;Washington;Seattle;Amazon.com Inc.;None;None;Oct  7 23:59:59 2014 GMT;Oct  6 00:00:00 2013 GMT;144611904732495001082444218698357722333;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.amazon.co.jp;54.240.250.0;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.amazon.co.jp;US;Washington;Seattle;Amazon.com Inc.;None;None;Jul 18 23:59:59 2014 GMT;Jul 17 00:00:00 2013 GMT;128315164524830592857639371703943504430;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.amazon.com;176.32.98.166;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.amazon.com;US;Washington;Seattle;Amazon.com Inc.;None;None;May 18 23:59:59 2014 GMT;May 17 00:00:00 2013 GMT;142760545811102394756817363504991517798;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.amazon.co.uk;178.236.7.220;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.amazon.co.uk;US;Washington;Seattle;Amazon.com Inc.;None;None;Jun 30 23:59:59 2014 GMT;Jun 29 00:00:00 2013 GMT;71079180680573782955610227527263676095;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.amazon.de;178.236.6.250;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.amazon.de;US;Washington;Seattle;Amazon.com Inc.;None;None;Jul 24 23:59:59 2014 GMT;Jul 23 00:00:00 2013 GMT;34252597884119079722022448120938869285;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.amazon.es;178.236.6.247;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.amazon.es;US;Washington;Seattle;Amazon.com Inc.;None;None;Jul 24 23:59:59 2014 GMT;Jul 23 00:00:00 2013 GMT;129533920524044873028733949080202663189;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.amazon.fr;178.236.7.228;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.amazon.fr;US;Washington;Seattle;Amazon.com Inc.;None;None;Jul 24 23:59:59 2014 GMT;Jul 23 00:00:00 2013 GMT;153287187198405923045468259585851601401;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.amazon.in;178.236.6.131;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.amazon.in;US;Washington;Seattle;Amazon.com Inc.;None;None;Apr 11 23:59:59 2014 GMT;Apr 10 00:00:00 2013 GMT;87442305648643555970788964472084683650;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.amazon.it;178.236.7.146;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.amazon.it;US;Washington;Seattle;Amazon.com Inc.;None;None;Jun  1 23:59:59 2014 GMT;May 31 00:00:00 2013 GMT;53965155439271328880205829680890017824;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.amctv.com;87.248.206.27;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.amctv.com;US;New York;New York;AMC Networks;None;None;Feb  8 15:59:43 2014 GMT;Jun 10 08:05:41 2013 GMT;151061;2;None;US;None;GeoTrust, Inc.;None;GeoTrust SSL CA;
www.amd.com;184.169.93.40;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.ameba.jp;180.233.142.60;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;1024;www.ameba.jp;JP;Tokyo;Shibuya-ku Dougenzaka 2-11-1 Cyberagent Building 8F;Cyber Agent ltd;Ameba Section;None;Oct 31 14:59:00 2013 GMT;Oct 29 02:53:03 2012 GMT;634919422064841803725260133797101597727543533046;2;None;JP;None;Cybertrust Japan Co., Ltd.;None;Cybertrust Japan Public CA G1;
www.americanas.com.br;81.20.66.82;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.americanexpress.com;88.221.197.155;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.americanexpress.com;US;Arizona;Phoenix;American Express Technologies;Consumer;None;Mar 12 14:59:09 2014 GMT;Mar 12 14:59:09 2013 GMT;20282409603674539478267044112524;2;None;None;None;Cybertrust Inc;None;Cybertrust Public SureServer SV CA;
www.amung.us;67.202.94.93;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.amung.us;CA;None;None;*.amung.us;GT33759299;None;Apr  5 14:46:02 2014 GMT;Mar  3 08:53:53 2012 GMT;357618;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.ana.co.jp;23.48.231.87;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.ana.co.jp;JP;TOKYO;1-5-2HIGASHI-SHIMBASHI MINATO-KU;ALL NIPPON AIRWAYS CO. LTD.;INFORMATION TECHNOLOGY SERVICES;None;Apr 16 14:59:00 2014 GMT;Apr 16 07:56:33 2013 GMT;644428893852824785986664841491319484816336151290;2;None;JP;None;Cybertrust Japan Co., Ltd.;None;Cybertrust Japan Public CA G2;
www.android.com;173.194.34.206;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.google.com;US;California;Mountain View;Google Inc;None;None;Sep 25 15:04:08 2014 GMT;Sep 25 15:04:08 2013 GMT;3653330177477044934;2;None;US;None;Google Inc;None;Google Internet Authority G2;
www.androidforums.com;173.192.24.228;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.angieslist.com;23.48.215.5;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.angieslist.com;US;INDIANA;Indianapolis;Angie's List;Technology;None;Mar 10 23:49:00 2014 GMT;Mar 10 23:49:00 2013 GMT;40564819207326207497170053398315;2;None;None;None;Cybertrust Inc;None;Cybertrust Public SureServer SV CA;
www.ansa.it;194.244.5.206;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.ansa.it;IT;ROMA;ROMA;AGENZIA ANSA AGENZIA NAZIONALE STAMPA ASSOCIATA SOC COOP;Infrastruttura;None;Jul  1 08:23:16 2017 GMT;Apr 29 22:06:48 2013 GMT;144504;2;None;US;None;GeoTrust, Inc.;None;GeoTrust SSL CA;
www.answers.com;192.41.64.65;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.api.answers.com;US;New York;New York;Answers Corporation;None;None;Sep 21 12:00:00 2016 GMT;Jul  2 00:00:00 2013 GMT;3525940725508893027663627160763681779;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.anz.com;202.2.59.40;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;WWW.ANZ.COM;AU;Victoria;Melbourne;Australia and New Zealand Banking Group Ltd;eCommerce;None;Nov 16 23:59:59 2013 GMT;Nov 16 00:00:00 2012 GMT;72393311561304232453711067833827491965;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL SGC CA;
www.aol.com;205.188.18.208;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.aol.com;US;Virginia;Dulles;AOL LLC;Homepages;None;Jun 26 16:21:16 2015 GMT;Jun 26 16:21:16 2013 GMT;296454315507344508983827367572038837767;2;Virginia;US;Dulles;America Online Inc.;None;AOL Member CA;
www.apa.az;85.132.89.226;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.apache.org;192.87.106.229;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;4096;*.apache.org;US;Maryland;Forest Hill;Apache Software Foundation;Infrastructure;None;Feb 17 23:59:59 2014 GMT;Dec 20 00:00:00 2011 GMT;95792258369765093949559374693516957696;2;None;US;None;Thawte, Inc.;None;Thawte SSL CA;
www.ap.org;81.20.66.19;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
